RhesusEnsembl	d4.d0_logFC	GENE_ID	HUMAN_ID	d4.d0_logCPM	d4.d0_LR	d4.d0_PValue	d4.d0_FDR	entrezgene	ENTREZ_ID	description	X912P0	X1007P0	X1005P0	X903P0	X906P0	X806P0	X440P0	X448P0	X465P0	X493P0	d0	X912P1	X1007P1	X1005P1	X465P1	X493P1	X912P2	X1007P2	X465P2	X493P2	X903P3	X906P3	X806P3	X1005P4	X806P4	X440P5	X448P5	X903P6	X906P6	X440P7	X448P7	Rowmeans
ENSMMUG00000008505	3.416155332	OAS2	ENSG00000111335	7.228599627	95.97533233	1.16E-22	2.77E-19	712401	4939	"2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:HGNC:8087]"	24.78440438	21.49403837	16.11670367	10.40614469	28.92392245	19.99655313	9.593651204	22.16890891	22.62567736	23.08324581	21.83147364	18.99396764	17.1263876	18.99473716	24.38224065	24.69378661	20.7852941	17.32763083	27.90503433	20.00926732	67.4437983	74.43510853	366.6754327	117.2973597	289.6385829	381.9531767	607.0303865	382.4928408	420.6540391	972.5587594	440.4019049	150.3330995
ENSMMUG00000006441	3.32663392	OASL	ENSG00000135114	5.18598539	26.12464525	3.20E-07	9.94E-05	698943	8638	2'-5'-oligoadenylate synthetase-like [Source:HGNC Symbol;Acc:HGNC:8090]	10.6875901	15.90219405	3.144660272	18.71426726	4.078665615	6.828453247	0.594186363	5.158848199	3.230183854	5.82881215	5.493830175	9.865705312	13.75352267	20.47576471	2.938372178	4.37757138	11.29453993	13.75965678	4.924231497	5.580870012	16.56304259	13.70810478	75.43594361	39.98721977	107.3452643	85.28028265	156.530193	87.64608075	105.0715233	312.6508121	202.0986492	45.44850706
ENSMMUG00000016381	1.702311501	PARP9	ENSG00000138496	6.717577375	23.94849812	9.89E-07	0.000300821	714856	83666	"poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:HGNC:24118]"	20.19821427	23.20743452	24.88508285	15.04719871	25.42744494	36.99412186	14.80614847	23.34690101	26.11431558	24.56841388	23.95765745	20.7952156	21.75663915	29.90851826	21.82293464	25.29273662	20.93008467	20.20396016	20.68040949	20.54740935	27.02453553	43.10914873	82.86310754	57.81595067	87.25556166	77.28959213	160.6937421	94.42150282	100.6932016	146.8822972	65.06046844	45.98807641
ENSMMUG00000014293	4.780167994	PLA2G4C	ENSG00000105499	4.113825101	35.30295813	2.82E-09	1.49E-06	NA	8605	"phospholipase A2, group IVC (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:HGNC:9037]"	1.413027704	0.726238667	0.052297086	1.58605819	2.396660241	0.601868991	0	2.012640958	1.423563601	3.549609638	1.418295653	0.636275448	0.707148086	7.974526478	1.499427653	2.630761292	1.9337358	0.673774739	1.085070856	2.367294441	4.278984123	4.045482148	35.84646415	15.98262653	57.88493047	5.075434193	39.74951784	25.85218995	14.58679197	29.86522786	9.183871413	9.187383351
ENSMMUG00000022311	2.46961746	PLAC8	ENSG00000145287	7.385993523	34.74882971	3.75E-09	1.62E-06	693310	51316	Placenta-specific gene 8 protein; Protein C15; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6U372]	52.83423279	77.68989381	241.6778619	59.23697051	121.5092039	82.00741942	197.1521289	145.3120369	67.66293863	129.2892301	101.7583117	61.47088768	107.5559224	112.9567514	107.1191784	163.6103265	73.34785993	65.9287342	113.3255991	151.6621113	202.9044548	246.3976269	592.6972041	531.8411059	692.1961987	1720.450879	1593.767098	1442.530182	1142.566652	3630.515706	1774.614388	523.3943594
ENSMMUG00000021756	2.086496301	PLSCR1	ENSG00000188313	5.151706645	16.37670851	5.19E-05	0.010303823	713232	5359	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6WSM6]	11.57901476	8.511936164	8.622884389	16.59403214	12.37875014	8.070542327	8.323179748	11.32820124	10.42811668	11.7833208	10.87815896	15.7295992	11.73992099	7.712408313	10.01916509	10.27801336	13.01821517	12.18016284	10.34656795	9.619202981	18.37579236	22.44863976	71.15870314	9.951524607	79.50034752	97.54862513	168.0279316	127.9881291	153.2972902	443.277712	133.3885678	51.10754992
ENSMMUG00000002569	1.749704525	PML	ENSG00000140464	5.868378015	21.51202903	3.52E-06	0.00094797	NA	5371	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7HSN0]	11.13661627	10.45209628	16.74294861	14.59666594	16.19057454	7.336315817	12.30609459	10.20273043	10.13950074	8.944221619	10.79435628	9.261161722	7.53657456	15.53280184	7.767164694	4.533157511	9.508231813	6.016116828	8.413757275	8.759135417	23.95326488	22.27523526	46.11840625	29.9527996	45.41011225	35.65843919	48.53303081	44.24904688	52.64896261	53.927263	43.97355938	21.40253289
ENSMMUG00000012473	1.800813285	PSME2	ENSG00000100911	6.156672659	19.63872592	9.36E-06	0.002387122	715288	5721	Proteasome activator complex subunit 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7FF43]	35.19963132	59.03248865	27.72379252	13.07915811	32.46885283	34.12206803	23.90763677	49.17600027	35.63677889	45.94265733	34.66084968	46.9517565	52.6608953	27.91528011	49.17807913	45.97088162	39.44369771	43.06030485	35.1522741	47.49082209	50.40844589	69.89793474	137.9025361	87.9063162	148.5482671	111.3607419	113.3235831	89.27523211	65.44884997	80.21042979	153.609849	61.73350807
ENSMMUG00000003566	1.887718753	PSTPIP2	ENSG00000152229	5.349299226	17.20544064	3.35E-05	0.007049399	NA	9050	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	39.81383645	43.1833315	17.56048799	20.71112735	19.56010181	51.226116	21.37159585	38.41416623	27.38592527	30.27668998	28.83130763	64.95244043	66.6646128	14.84355892	26.381988	24.94690162	67.80410726	54.36099767	30.36238902	27.88738226	22.30344479	39.99749022	88.68314255	101.5156063	115.7127244	93.14177903	106.4307478	91.96092997	130.348556	271.0443331	138.5927908	62.91464338
ENSMMUG00000005455	2.04238577	RNF213	ENSG00000173821	9.873612926	34.99339077	3.31E-09	1.62E-06	NA	57674	ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]	74.24552616	64.3338453	63.32692415	57.98239733	81.69192508	57.34224425	49.86948526	64.10172027	71.18786933	51.2427136	63.71432221	63.44631413	50.69302752	54.62818619	47.20943316	43.00681753	58.61631851	37.81316997	49.32915558	44.54693892	107.8806587	131.4843492	334.5622348	178.7396202	318.6945296	216.8058738	499.1457044	347.8503111	363.5554877	462.2705333	219.3178555	142.164039
ENSMMUG00000015969	5.417858313	RSAD2	ENSG00000134321	5.310256925	139.8247012	2.91E-32	2.08E-28	708720	91543	Radical S-adenosyl methionine domain-containing protein 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6XVY4]	3.228709868	1.385259399	2.743228121	4.916139741	3.142902517	1.614418931	1.2487171	3.643494796	1.909242758	2.89535687	2.819292496	0	1.445191274	0	2.275058775	2.509014578	2.390689418	1.927781111	3.104567417	3.298646806	6.001412849	8.102356074	121.4427363	75.93051831	147.5509135	181.5812289	592.6190159	187.2148654	258.1608593	996.5046436	391.2565795	100.334785
ENSMMUG00000000170	1.468784887	SAMD9	ENSG00000205413	8.026203858	13.80436205	0.000202865	0.032940153	702224	54809	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7HLR5]	32.782532	26.34388786	58.2385492	36.10631673	32.64627025	45.76503744	11.5315731	37.44396563	45.68878005	36.32444212	36.21537943	35.11680107	24.5806952	42.81324408	35.30421319	46.53653253	35.60178998	29.7714963	42.84281539	34.19101968	36.77542969	37.68331544	77.81961011	82.12473084	109.2290235	90.02751263	286.6377176	130.6813845	210.1851991	611.5150436	120.2810207	82.75299832
ENSMMUG00000020803	1.398664284	SAMD9L	ENSG00000177409	9.086933293	14.89638634	0.00011358	0.02028687	701572	219285	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7H9R2]	52.45445518	52.31674375	101.4395621	53.19179448	48.34823712	84.2635127	55.99206705	64.4194811	80.45737889	68.45037797	60.20577408	57.38495284	59.78747175	42.5126654	78.28795547	65.0131223	66.08703773	70.57639406	83.55229419	52.77617565	51.05718387	62.81668666	164.2025535	130.5150046	201.1282471	255.7267641	419.84251	218.808349	253.1095489	642.5986075	218.7794381	128.5298858
ENSMMUG00000013519	3.338789684	SDC3	ENSG00000162512	5.59825334	19.45653514	1.03E-05	0.002535438	704374	9672	syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]	4.522748653	6.577135722	0	0.68400182	2.906947196	6.022635631	2.435059437	5.726187444	2.302217142	5.325072537	3.714847925	5.573739723	6.085664632	5.712955478	3.306690124	4.609066326	5.964993995	4.957874504	2.807679235	4.052178522	6.869180739	5.495648954	34.32864594	25.46165871	44.99793868	24.99366281	63.48955692	33.44696638	4.769468499	4.768122302	20.73724472	11.63103143
ENSMMUG00000016897	4.142913823	SECTM1	ENSG00000141574	3.464855222	14.39846233	0.000147923	0.024577587	NA	6398	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]	9.295140737	4.349011845	0	0	0.652371549	1.638288981	0	5.072605547	5.812415809	5.848080951	2.993650413	6.158021144	7.699435813	8.378017648	5.565608213	2.386979723	7.408077401	7.33606646	3.544278876	5.60692694	14.73054295	27.8965931	80.4385029	21.10305112	92.53241354	86.06960089	106.9401726	71.74952778	64.88749787	292.8403815	135.8410262	36.05935461
ENSMMUG00000011720	1.615186167	SERPINB1	ENSG00000021355	6.916961409	14.70264194	0.00012587	0.021933602	707471	1992	Leukocyte elastase inhibitor; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7HA34]	35.47227435	57.95921934	25.92393314	29.00030024	30.17236161	41.09917094	47.09524993	64.68515942	53.80516631	104.2632017	44.09721044	75.01695997	94.58932836	29.87916522	69.8686712	98.76719505	61.90767918	87.70171661	62.4471856	112.3129215	51.21004278	65.78449936	235.9692712	91.7031523	194.6047959	352.8561695	282.3694919	254.0107147	702.122748	1444.556739	820.3951749	189.2516553
ENSMMUG00000022070	3.758375807	SIGLEC1	ENSG00000088827	4.942988841	17.73964084	2.53E-05	0.005483793	717470	6614	"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:HGNC Symbol;Acc:HGNC:11127]"	1.820098898	1.160600485	0	3.739686276	0.9418273	0.473038804	0	1.035027661	0.978993317	1.517267769	1.007010489	1.16685462	0.873373106	0.604766237	0.714227176	1.332483152	1.463529634	0.670767274	1.193935688	1.111512072	2.637699332	1.285949643	22.38070688	7.061961353	24.15352254	16.94010795	42.10891942	21.72621165	13.96512892	64.61624929	33.04873559	9.024106068
ENSMMUG00000017522	3.065401583	SOCS3	ENSG00000184557	4.404435199	27.03732537	2.00E-07	6.34E-05	715680	9021	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	13.27613861	12.83535797	21.19482121	9.34386336	9.494026658	2.751020655	12.76711938	18.85303432	11.38693407	18.50167203	12.80123868	9.909713783	17.54639125	0.639472586	11.63031522	13.36074933	62.63482862	19.70999803	16.53212676	20.42295922	11.50492087	27.44897427	72.6094594	152.1035809	50.67112385	84.90752251	79.92817613	60.85888724	194.0534843	587.3975348	125.1407905	58.31383326
ENSMMUG00000008101	2.204739768	SPATS2L	ENSG00000196141	5.875833718	31.38482481	2.12E-08	7.75E-06	699458	26010	SPATS2-like protein isoform a; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7HIW4]	10.39453152	11.93507228	12.71993504	18.07202764	16.65504565	24.7279243	14.26290348	28.28079045	10.36063118	16.75475192	15.45897457	15.07079456	8.917596551	0.065691275	11.26479102	20.09359531	17.15067393	10.50341315	12.22776212	15.47511835	13.70968207	15.60153675	48.90675138	67.14909699	75.85580944	82.26623634	158.103182	66.73947903	81.73026708	442.1254658	118.6274212	48.19159926
ENSMMUG00000005613	2.452960855	STAT1	ENSG00000115415	9.706537571	53.22618808	2.97E-13	3.03E-10	693650	6772	Signal transducer and activator of transcription  [Source:UniProtKB/TrEMBL;Acc:F6WE02]	104.7337415	112.8706533	114.4382169	75.29261538	131.6410891	141.8929634	133.7534147	98.32701813	149.849333	156.4008296	123.039653	86.56257998	91.06090669	133.3506415	133.3652563	140.6681044	78.45358929	84.10988584	139.9686769	115.5528304	227.0188525	530.9931746	755.8754023	584.4068975	668.2953271	468.9063826	658.0051437	480.2347381	503.6569138	571.0557685	404.8654805	269.1868809
ENSMMUG00000000803	1.455022173	STAT2	ENSG00000170581	8.018741844	20.83757609	5.00E-06	0.001298804	712694	6773	Signal transducer and activator of transcription  [Source:UniProtKB/TrEMBL;Acc:F6R1P6]	49.56735303	54.27109695	90.01601425	42.36136887	56.60596254	53.68971043	63.84344392	68.34118487	83.15291356	61.14605353	58.87600804	42.82168963	41.49821147	39.88312304	60.32236742	57.12422457	65.20716116	52.10444585	72.47473022	42.41642365	64.88294526	86.06256444	231.5900186	145.7762773	175.5398277	138.1463622	293.0913321	130.0233334	187.8989861	299.2402446	131.5812092	99.35601933
ENSMMUG00000019302	2.086544869	TNFSF10	ENSG00000121858	6.019870749	28.01607658	1.20E-07	3.91E-05	694451	8743	Tumor necrosis factor ligand superfamily member 10 isoform 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6S9W7]	26.48853366	23.30148209	15.04591668	8.137220794	20.99776528	28.68155804	24.49256619	28.77100472	29.49509569	34.9477296	25.49054993	39.92601091	26.79138926	0	35.82784537	31.76994777	29.4237305	33.98280391	32.8876582	29.22886722	26.96964431	32.25041367	106.9945869	74.77289631	118.0015444	78.23823982	87.00924977	59.17509489	61.60439198	142.7421168	85.13985523	45.76983867
ENSMMUG00000021759	2.127006587	TRIB1	ENSG00000173334	5.127596594	20.84171742	4.99E-06	0.001298804	693459	10221	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7DWQ8]	6.627504319	4.706841934	3.6867575	3.306251918	6.131466774	5.902506343	10.42115241	10.6370612	4.248949531	5.41679705	5.659651697	7.475857156	8.729740063	7.834507009	3.952286338	5.085173258	21.70231069	7.737692883	5.058448649	6.414650687	6.224814369	4.599871281	15.26237773	27.15759251	22.10867235	28.99910918	29.627524	27.08946387	47.83709474	133.9987678	39.40536098	17.24622015
ENSMMUG00000001773	1.729830946	TRIM14	ENSG00000106785	5.600550441	19.38908979	1.07E-05	0.002582056	715418	9830	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]	20.65050482	20.54229308	25.02922512	20.21827532	23.3203179	14.13024246	12.74002596	20.74756785	14.69735865	15.85323149	20.3802842	14.47807343	17.48772459	18.12446014	8.790978755	19.84356637	16.04457093	14.02691262	14.97778091	17.2185389	30.75707652	39.42494422	63.4563966	56.20667604	61.9802187	71.66668734	98.3152317	61.02367159	86.9506277	87.74025836	65.48260313	35.06420137
ENSMMUG00000005790	1.227394189	TRIM25	ENSG00000121060	6.389935757	14.67154521	0.000127964	0.021992351	712588	7706	E3 ubiquitin/ISG15 ligase TRIM25; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6VU89]	26.01751027	22.49581712	26.71420771	20.20766123	18.55961163	19.56270844	31.25485655	25.10248979	21.49174724	24.42197217	23.45889465	24.41039687	22.46428409	20.6245302	18.10966232	20.31017678	27.47660359	16.5625323	13.25935691	20.9030378	31.92022097	28.54967793	61.32102464	49.48711261	54.35921198	83.15118047	143.6638121	63.23937786	79.25446986	154.0706567	95.28549632	42.14171348
ENSMMUG00000000335	1.64831243	TRIM5	ENSG00000132256	6.360759932	23.23787351	1.43E-06	0.00042614	574288	85363	"Macaca mulatta tripartite motif-containing 5 (TRIM5), mRNA. [Source:RefSeq mRNA;Acc:NM_001032910]"	14.29611545	18.08261947	14.27696566	21.75827503	14.95971133	23.53163883	29.81643741	24.69590937	17.57618964	22.42541002	19.92044725	16.48758027	20.02559933	10.60395013	18.88685082	18.40589604	20.97667251	16.91496718	16.67176066	21.36221827	30.04113601	25.86196687	60.45272159	48.88286055	70.31324365	113.0744728	99.6286051	80.59645565	64.76660053	126.8688527	109.7051399	39.73156076
ENSMMUG00000001765	2.647432527	TYMP	ENSG00000025708	6.595433721	31.06482899	2.50E-08	8.91E-06	716161	1890	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]	45.86124573	44.29862094	8.147303618	11.5308761	16.08375889	18.75289718	69.66559383	29.21079324	28.36165597	30.00024822	28.78622461	65.23586676	73.48421801	17.6040423	34.63073806	19.75654934	90.29052305	63.94888281	26.52658372	34.37448914	34.53745213	53.5220104	214.4759501	165.8752359	184.9600565	291.5844009	173.5072191	109.5864229	95.96654955	227.8547473	315.2207166	86.49518828
ENSMMUG00000013865	2.112006607	WARS	ENSG00000140105	8.443754495	34.20864012	4.95E-09	2.02E-06	706855	7453	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6QVM3]	55.10028152	65.0286075	36.64206666	25.18784621	39.97585253	76.94612088	51.78599147	71.7346615	45.85443915	76.50426421	53.4431365	79.61483487	79.15531291	23.96453271	51.46351229	74.62332142	82.19174368	69.31492236	67.73496463	63.88575994	53.29695613	70.62956138	211.3112751	189.3856106	256.06776	281.0926848	234.5734032	116.6499156	71.64801121	95.88540775	204.5701169	97.3939913
ENSMMUG00000009602	2.476198811	XAF1	ENSG00000132530	4.838930308	15.16325161	9.86E-05	0.018298054	713425	54739	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7AC39]	13.74326312	18.72348607	18.857906	13.63029344	10.43739472	16.51308267	0	13.37474145	7.439500167	15.45846019	13.68677828	17.98047415	20.94136178	4.021236548	14.24720618	18.63655551	13.09990966	20.18779098	18.14575155	14.94209126	25.86958093	47.16918483	75.04176962	65.86402137	71.59282387	108.2181853	205.9181768	124.5064651	120.9961492	210.0210741	87.53738137	47.10384393
